player_name,position,minutes_played,dpr,dpr_breakdown__defensive_impact,dpr_breakdown__build_up_quality,dpr_breakdown__positioning_score,dpr_breakdown__physical_play,status,team,number,key_stats_p90__shots_p90,key_stats_p90__shots_on_target_p90,key_stats_p90__goals_p90,key_stats_p90__passes_p90,key_stats_p90__successful_passes_p90,key_stats_p90__unsuccessful_passes_p90,key_stats_p90__key_passes_p90,key_stats_p90__assists_p90,key_stats_p90__avg_pass_distance_p90,key_stats_p90__progressive_passes_p90,key_stats_p90__duels_p90,key_stats_p90__duels_won_p90,key_stats_p90__tackles_p90,key_stats_p90__successful_tackles_p90,key_stats_p90__tackle_success_rate_pct_p90,key_stats_p90__interceptions_p90,key_stats_p90__clearances_p90,key_stats_p90__recoveries_p90,key_stats_p90__blocked_shots_p90,key_stats_p90__dribbles_p90,key_stats_p90__successful_dribbles_p90,key_stats_p90__dribble_success_rate_pct_p90,key_stats_p90__shot_accuracy_pct_p90,key_stats_p90__goal_conversion_pct_p90,key_stats_p90__passing_accuracy_pct_p90,key_stats_p90__key_pass_rate_pct_p90,key_stats_p90__duel_success_rate_pct_p90,raw_stats__possession__your_possession_time_seconds,raw_stats__possession__possession_pct,raw_stats__distribution__passes,raw_stats__distribution__successful_passes,raw_stats__distribution__unsuccessful_passes,raw_stats__distribution__passing_accuracy_pct,raw_stats__distribution__key_passes,raw_stats__distribution__key_pass_rate_pct,raw_stats__distribution__assists,raw_stats__distribution__avg_pass_distance,raw_stats__distribution__progressive_passes,raw_stats__attack__shots,raw_stats__attack__shots_on_target,raw_stats__attack__goals,raw_stats__attack__shot_accuracy_pct,raw_stats__attack__goal_conversion_pct,raw_stats__dribbles__dribbles,raw_stats__dribbles__successful_dribbles,raw_stats__dribbles__dribble_success_rate_pct,raw_stats__defense__duels,raw_stats__defense__duels_won,raw_stats__defense__duel_success_rate_pct,raw_stats__defense__tackles,raw_stats__defense__successful_tackles,raw_stats__defense__tackle_success_rate_pct,raw_stats__defense__interceptions,raw_stats__defense__clearances,raw_stats__defense__recoveries,raw_stats__defense__blocked_shots,raw_stats__discipline__fouls_conceded,raw_stats__discipline__yellow_cards,raw_stats__discipline__red_cards,shots_p90,shots_on_target_p90,goals_p90,passes_p90,successful_passes_p90,unsuccessful_passes_p90,key_passes_p90,assists_p90,avg_pass_distance_p90,progressive_passes_p90,duels_p90,duels_won_p90,tackles_p90,successful_tackles_p90,tackle_success_rate_pct_p90,interceptions_p90,clearances_p90,recoveries_p90,blocked_shots_p90,dribbles_p90,successful_dribbles_p90,dribble_success_rate_pct_p90,shot_accuracy_pct_p90,goal_conversion_pct_p90,passing_accuracy_pct_p90,key_pass_rate_pct_p90,duel_success_rate_pct_p90,dpr_breakdown__game_control,dpr_breakdown__transition_play,dpr_breakdown__defensive_contribution,dpr_breakdown__creativity,dpr_breakdown__work_rate,dpr_breakdown__finishing_quality,dpr_breakdown__offensive_contribution,dpr_breakdown__link_up_play,dpr_breakdown__movement_threat,dpr_breakdown__shot_stopping,dpr_breakdown__distribution_quality,dpr_breakdown__command_area,dpr_breakdown__ball_playing,dpr_breakdown__consistency,raw_stats__goalkeeper__shots_faced,raw_stats__goalkeeper__saves,raw_stats__goalkeeper__goals_conceded,raw_stats__goalkeeper__save_pct,raw_stats__goalkeeper__shots_on_target_against,raw_stats__goalkeeper__goals_against,saves_p90,goals_conceded_p90,shots_faced_p90,shots_on_target_against_p90,goals_against_p90,save_pct_p90,saves_per90,goals_against_per90,shots_on_target_against_per90,save_pct,match_number,match_id,added_at,position_history,position_changed,shots_raw,shots_on_target_raw,goals_raw,passes_raw,successful_passes_raw,unsuccessful_passes_raw,passing_accuracy_pct_raw,key_passes_raw,assists_raw,avg_pass_distance_raw,progressive_passes_raw,duels_raw,duels_won_raw,tackles_raw,successful_tackles_raw,interceptions_raw,clearances_raw,recoveries_raw,blocked_shots_raw,dribbles_raw,successful_dribbles_raw,dribble_success_rate_pct_raw,note
"Bacaycay, Kurt",RW,693.03,25.23,64.13,40.46,47.86,70.63,starter,Goldenfield Rovers,93,0.0,0.0,0.0,0.0,54.35,53.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.59,58.36,0.0,0.0,0.0,0.0,0.0,35.78,73.38,52.7,56.75,74.08,43.89,52.39,12207,29.36,218,210,8,96.33,4,1.83,0,13.49,14,23,12,0,52.17,0.0,19,1,5.26,17,8,47.06,5,3,60.0,2,15,5,2,1,1,0,2.987,1.558,0.0,28.31,27.27,1.04,0.519,0.0,1.752,1.818,2.208,1.039,0.649,0.39,7.79,0.26,1.948,0.649,0.26,2.467,0.13,0.68,6.78,62.14,12.51,0.24,6.11,58.48,44.37,64.63,74.41,48.73,78.57,25.61,25.14,74.75,28.08,20.23,29.3,64.21,27.12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,59.15,4,3,3,20.44,7,Match_207,2025-10-30T10:20:38.024793+00:00,[],0,23,12,0,218,210,8,27.09,4,0,1.1,1,17,8,5,3,2,15,5,2,19,1,51.76,
"Lood, Trevor",LWB,866.17,38.45,73.24,35.12,29.3,56.43,starter,San Beda University,95,0.0,0.0,0.0,0.0,35.14,71.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.94,36.13,0.0,0.0,0.0,0.0,0.0,67.31,40.85,71.49,60.51,46.96,79.83,35.57,14111,27.15,670,505,165,75.37,19,2.84,1,21.74,1,14,3,1,21.43,7.14,8,8,100.0,5,1,20.0,21,16,76.19,4,17,10,3,3,1,0,1.455,0.312,0.104,69.617,52.47,17.14,1.974,0.104,2.259,0.104,0.52,0.104,2.182,1.66,7.92,0.416,1.766,1.039,0.312,0.831,0.83,10.39,2.23,0.74,7.83,0.3,2.08,71.09,29.32,31.85,49.85,48.16,36.29,74.04,28.87,28.71,71.47,60.78,27.87,58.74,68.61,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,34.99,4,5,5,65.25,6,Match_327,2025-09-26T21:23:44.025791+00:00,[],0,14,3,1,670,505,165,86.15,19,1,4.46,1,5,1,21,16,4,17,10,3,8,8,86.35,
"Reyes, Edvard",LWB,1146.59,73.31,73.63,42.84,75.79,31.74,starter,Westwood Athletic,81,0.0,0.0,0.0,0.0,35.71,35.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.63,76.97,0.0,0.0,0.0,0.0,0.0,63.78,77.73,54.12,50.89,56.17,43.0,63.12,4330,6.29,851,559,292,65.69,20,2.35,3,18.02,10,9,2,1,22.22,11.11,9,4,44.44,0,0,34.27,18,5,27.78,5,17,4,1,3,2,0,0.706,0.157,0.078,66.798,43.88,22.92,1.57,0.235,1.414,0.785,0.0,0.0,1.413,0.39,2.18,0.392,1.334,0.314,0.078,0.706,0.31,3.49,1.74,0.87,5.16,0.18,2.69,40.89,46.77,25.11,41.51,35.63,79.46,34.59,58.34,50.35,73.97,39.42,26.47,68.05,52.67,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,69.96,3,1,1,78.97,18,Match_345,2025-08-28T19:10:58.025791+00:00,[],0,9,2,1,851,559,292,26.2,20,3,1.55,2,0,0,18,5,5,17,4,1,9,4,33.55,
"Mapula, Paul Joshua",CDM,1078.94,48.3,37.45,43.16,45.86,45.76,starter,National University,54,0.0,0.0,0.0,0.0,59.47,55.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.57,40.16,0.0,0.0,0.0,0.0,0.0,77.16,68.2,70.63,44.1,58.26,55.31,63.88,22548,34.83,1205,803,402,66.64,15,1.24,1,23.91,57,13,3,0,23.08,0.0,2,2,100.0,39,29,74.36,21,0,0.0,6,9,13,0,3,2,0,1.084,0.25,0.0,100.515,66.98,33.53,1.251,0.083,1.994,4.755,3.253,2.419,1.752,66.77,71.09,0.5,0.751,1.084,0.0,0.167,0.17,8.34,1.93,32.32,5.56,0.1,6.2,20.65,36.36,33.59,60.92,49.05,60.09,61.66,34.22,48.18,27.62,62.05,49.03,45.06,65.17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,69.13,2,3,4,59.38,18,Match_382,2024-12-30T02:41:10.026795+00:00,[],0,13,3,0,1205,803,402,45.19,15,1,1.4,2,39,29,21,0,6,9,13,0,2,2,20.47,
"Omitade, Edvard",RW,1053.13,47.65,40.09,67.96,35.63,70.28,starter,Riverstone FC,16,0.0,0.0,0.0,0.0,46.25,49.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.58,51.29,0.0,0.0,0.0,0.0,0.0,53.56,79.64,68.62,69.82,36.86,37.67,46.09,12568,19.89,117,104,13,88.89,2,1.71,0,21.16,8,43,18,6,41.86,13.95,26,10,38.46,21,10,47.62,20,1,5.0,8,9,18,1,1,2,0,3.675,1.538,0.513,9.999,8.89,1.11,0.171,0.0,1.808,0.684,1.795,0.855,1.709,0.09,0.43,0.684,0.769,1.538,0.085,2.222,0.85,3.29,3.58,1.19,7.6,0.15,4.07,46.07,37.7,34.04,70.74,74.15,36.31,33.6,72.38,27.54,42.72,40.18,40.74,45.09,55.34,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,69.82,1,2,3,42.26,10,Match_306,2025-08-08T05:54:32.027789+00:00,[],0,43,18,6,117,104,13,84.93,2,0,3.6,1,21,10,20,1,8,9,18,1,26,10,39.34,
"Abellana, Marco",RW,646.69,57.36,79.3,33.59,61.54,31.77,starter,2 Worlds FC,92,0.0,0.0,0.0,0.0,53.17,74.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.24,53.81,0.0,0.0,0.0,0.0,0.0,79.74,51.01,38.5,74.78,41.42,69.2,64.51,13697,35.3,296,60,236,20.27,3,1.01,0,17.07,7,7,2,0,28.57,0.0,11,3,27.27,22,20,90.91,7,2,28.57,4,7,8,1,1,2,0,0.974,0.278,0.0,41.194,8.35,32.84,0.418,0.0,2.376,0.974,3.062,2.783,0.974,0.28,3.98,0.557,0.974,1.113,0.139,1.531,0.42,3.8,3.98,70.41,2.82,0.14,12.65,44.31,50.16,25.82,47.69,26.95,68.46,42.25,32.73,58.22,55.82,39.97,78.63,56.33,75.51,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,74.0,2,1,5,76.78,13,Match_230,2025-10-28T13:13:26.027789+00:00,[],0,7,2,0,296,60,236,50.28,3,0,1.93,1,22,20,7,2,4,7,8,1,11,3,40.25,
"Taberos, Earl",CM,982.52,70.49,53.01,77.12,49.68,21.98,substitute,Far Eastern University,40,0.0,0.0,0.0,0.0,49.84,60.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.45,54.47,0.0,0.0,0.0,0.0,0.0,43.89,39.74,78.06,76.9,38.23,71.8,42.1,7949,13.48,929,929,0,100.0,13,1.4,1,12.33,25,12,7,0,58.33,0.0,14,5,35.71,0,0,36.12,12,12,100.0,6,13,15,1,2,1,0,1.099,0.641,0.0,85.098,85.1,67.61,1.191,0.092,1.129,2.29,0.0,0.0,1.099,1.1,9.16,0.55,1.191,1.374,0.092,1.282,0.46,3.27,5.34,65.03,9.16,0.13,3.31,21.36,66.68,29.53,60.18,49.09,61.44,79.51,67.42,32.06,35.09,47.71,42.82,68.81,68.86,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44.07,4,4,1,28.69,19,Match_85,2025-10-24T00:04:06.028789+00:00,[],0,12,7,0,929,929,0,89.82,13,1,4.06,4,0,0,12,12,6,13,15,1,14,5,34.24,
"Dela Cruz, John",GK,966.99,27.24,66.98,25.62,46.47,74.17,starter,Crown City FC,46,0.0,0.0,0.0,0.0,57.63,47.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.59,55.94,0.0,0.0,0.0,0.0,0.0,39.75,38.04,51.29,57.26,42.48,49.38,45.62,17145,29.55,246,231,15,93.9,3,1.22,0,7.55,7,15,3,1,20.0,6.67,15,9,60.0,25,10,40.0,20,13,65.0,5,16,7,1,1,0,0,1.396,0.279,0.093,22.896,21.5,1.4,0.279,0.0,0.703,0.652,2.327,0.931,1.861,1.21,6.05,0.465,1.489,0.652,0.093,1.396,0.84,5.58,1.86,0.62,8.74,0.11,3.72,69.74,46.75,57.01,23.29,40.85,42.21,27.59,48.9,31.27,57.08,35.15,77.61,49.67,48.81,48,32,16,66.67,48,16,2.978,1.489,4.467,4.467,1.489,6.21,4,4,5,23.49,11,Match_307,2024-12-17T20:47:46.029789+00:00,[],0,15,3,1,246,231,15,37.84,3,0,1.24,4,25,10,20,13,5,16,7,1,15,9,60.26,
"Santos, Miguel",LW,713.54,74.04,32.23,63.1,59.08,76.12,starter,Riverstone FC,81,0.0,0.0,0.0,0.0,40.36,60.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.39,32.28,0.0,0.0,0.0,0.0,0.0,59.91,67.28,38.75,42.39,57.13,74.94,56.84,10600,24.76,183,161,22,87.98,4,2.19,0,17.73,0,44,16,3,36.36,6.82,20,10,50.0,27,11,40.74,27,4,14.81,0,18,11,1,0,1,0,5.55,2.018,0.378,23.082,20.31,2.77,0.505,0.0,2.236,0.0,3.406,1.387,3.406,0.5,1.87,0.0,2.27,1.387,0.126,2.523,1.26,6.31,4.59,0.86,11.1,0.28,5.14,62.52,22.55,65.49,70.06,74.96,26.66,63.18,29.11,78.56,57.53,51.88,25.52,42.97,21.01,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,53.91,4,1,4,31.49,15,Match_33,2025-10-28T18:59:13.029789+00:00,[],0,44,16,3,183,161,22,32.69,4,0,2.62,3,27,11,27,4,0,18,11,1,20,10,80.03,
"Escodo, Pedro",RB,1134.76,59.7,51.4,34.94,78.78,62.08,starter,Harborview United,58,0.0,0.0,0.0,0.0,49.91,76.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.1,70.13,0.0,0.0,0.0,0.0,0.0,41.41,57.44,31.37,79.74,36.36,53.65,50.52,5891,8.65,922,384,538,41.65,3,0.33,0,7.6,59,7,1,0,14.29,0.0,13,7,53.85,28,23,82.14,3,3,100.0,4,16,11,2,1,3,0,0.555,0.079,0.0,73.126,30.46,42.67,0.238,0.0,0.603,4.679,2.221,1.824,0.238,0.24,7.93,0.317,1.269,0.872,0.159,1.031,0.56,4.27,1.13,51.84,3.3,0.03,6.51,29.75,68.44,59.81,33.89,62.14,78.07,28.63,33.53,48.49,40.7,24.52,39.25,56.43,56.09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,59.68,3,3,4,47.12,17,Match_162,2025-08-13T21:14:26.030788+00:00,[],0,7,1,0,922,384,538,56.6,3,0,2.93,3,28,23,3,3,4,16,11,2,13,7,49.89,
"Fernandez, Pius",ST,822.51,74.1,61.96,74.21,75.48,60.79,starter,Westwood Athletic,15,0.0,0.0,0.0,0.0,64.68,30.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.15,34.58,0.0,0.0,0.0,0.0,0.0,73.82,42.07,32.16,41.4,47.73,79.69,64.06,4017,8.14,408,200,208,49.02,6,1.47,1,24.21,13,23,7,1,30.43,4.35,15,9,60.0,14,10,71.43,15,15,100.0,4,13,7,1,3,1,0,2.517,0.766,0.109,44.644,21.88,22.76,0.657,0.109,2.649,1.422,1.532,1.094,1.641,1.64,10.94,0.438,1.422,0.766,0.109,1.641,0.98,6.57,3.33,0.48,5.36,0.16,7.82,60.71,38.16,38.49,70.95,49.48,28.47,46.79,23.42,26.29,63.67,61.48,71.33,47.97,78.41,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,34.22,3,3,6,66.09,11,Match_23,2025-08-22T19:49:13.030788+00:00,[],0,23,7,1,408,200,208,42.02,6,1,1.87,5,14,10,15,15,4,13,7,1,15,9,36.81,
"Encaya, Pius",LW,1108.24,46.32,75.62,59.31,32.69,62.12,starter,Harborview United,78,0.0,0.0,0.0,0.0,64.17,35.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.64,71.68,0.0,0.0,0.0,0.0,0.0,50.94,77.23,46.39,42.6,38.03,69.07,39.1,13919,20.93,586,538,48,91.81,19,3.24,1,13.11,32,43,27,3,62.79,6.98,37,8,21.62,19,11,57.89,6,2,33.33,3,20,3,1,1,1,0,3.492,2.193,0.244,47.589,43.69,3.9,1.543,0.081,1.065,2.599,1.543,0.893,0.487,0.16,2.71,0.244,1.624,0.244,0.081,3.005,0.65,1.76,5.1,0.57,7.46,0.26,4.7,67.81,29.5,26.21,43.23,46.21,51.95,56.67,27.08,29.85,37.14,29.62,71.2,32.85,41.87,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,77.38,1,4,2,75.44,5,Match_275,2025-06-25T04:43:24.031782+00:00,[],0,43,27,3,586,538,48,76.74,19,1,1.23,1,19,11,6,2,3,20,3,1,37,8,54.51,
"Digal, Kirvy",CDM,1003.05,41.16,49.8,63.37,39.29,53.64,starter,Riverstone FC,85,0.0,0.0,0.0,0.0,79.29,49.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.42,47.44,0.0,0.0,0.0,0.0,0.0,63.46,75.62,41.84,60.31,57.1,33.45,78.94,17018,28.28,410,410,0,100.0,7,1.71,0,20.05,20,22,13,2,59.09,9.09,4,3,75.0,20,13,65.0,3,1,33.33,6,6,11,2,3,2,0,1.974,1.166,0.179,36.788,36.79,38.78,0.628,0.0,1.799,1.795,1.795,1.166,0.269,0.09,2.99,0.538,0.538,0.987,0.179,0.359,0.27,6.73,5.3,0.82,8.97,0.15,5.83,71.69,76.46,23.14,47.84,63.78,54.86,75.4,71.86,24.0,42.44,58.47,38.78,28.24,79.86,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,78.05,5,2,1,29.84,4,Match_291,2025-02-20T07:54:24.032790+00:00,[],0,22,13,2,410,410,0,89.67,7,0,4.85,4,20,13,3,1,6,6,11,2,4,3,89.55,
"Barro, John",LB,573.86,73.95,72.73,28.06,49.56,34.61,starter,Crown City FC,49,0.0,0.0,0.0,0.0,42.86,68.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.67,41.69,0.0,0.0,0.0,0.0,0.0,72.68,67.77,30.78,32.76,48.85,64.72,49.55,2053,5.96,207,207,0,100.0,2,0.97,0,29.74,17,8,2,0,25.0,0.0,2,1,50.0,6,6,100.0,6,2,33.33,3,15,4,0,1,1,0,1.255,0.314,0.0,32.464,32.46,66.87,0.314,0.0,4.664,2.666,0.941,0.941,0.941,0.31,5.23,0.47,2.352,0.627,0.0,0.314,0.16,7.84,3.92,37.31,15.68,0.15,15.68,77.38,25.76,72.28,50.69,35.81,71.18,57.8,38.91,25.85,60.38,76.87,36.55,65.23,53.62,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,37.37,5,4,2,32.08,16,Match_69,2025-08-31T22:43:39.032790+00:00,[],0,8,2,0,207,207,0,88.78,2,0,1.22,2,6,6,6,2,3,15,4,0,2,1,50.03,
"Apostol, Carlo",RW,488.91,46.16,32.6,71.04,53.87,56.61,starter,Lyceum,78,0.0,0.0,0.0,0.0,63.9,48.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.56,56.97,0.0,0.0,0.0,0.0,0.0,55.14,71.55,48.73,42.67,50.61,65.89,75.31,5314,18.12,232,43,189,18.53,2,0.86,0,10.8,13,11,2,2,18.18,18.18,15,15,100.0,18,8,44.44,5,1,20.0,1,5,4,0,1,0,0,2.025,0.368,0.368,42.707,7.92,34.79,0.368,0.0,1.988,2.393,3.313,1.473,0.92,0.18,3.68,0.184,0.92,0.736,0.0,2.761,2.76,18.41,3.35,3.35,3.41,0.16,8.18,25.78,72.22,38.87,20.18,60.35,65.08,56.31,43.37,70.98,57.11,47.14,58.93,36.15,21.68,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,51.08,4,6,2,64.23,17,Match_357,2025-04-10T18:49:23.033788+00:00,[],0,11,2,2,232,43,189,30.16,2,0,4.3,4,18,8,5,1,1,5,4,0,15,15,31.06,
"Digal, John",CM,1349.92,57.87,21.78,71.46,44.12,74.49,substitute,Northbridge FC,49,0.0,0.0,0.0,0.0,54.9,59.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.27,67.71,0.0,0.0,0.0,0.0,0.0,44.7,60.42,69.75,59.31,68.73,71.98,43.79,23308,28.78,554,319,235,57.58,10,1.81,1,7.55,8,9,2,0,22.22,0.0,1,1,100.0,36,21,58.33,40,19,47.5,1,4,6,2,2,1,0,0.6,0.133,0.0,36.936,21.27,15.67,0.667,0.067,0.503,0.533,2.4,1.4,2.667,1.27,3.17,0.067,0.267,0.4,0.133,0.067,0.07,6.67,1.48,63.93,3.84,0.12,3.89,45.43,36.54,32.68,41.9,26.03,69.03,35.75,71.73,32.3,70.87,38.79,66.58,41.6,69.79,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,77.61,5,5,2,21.16,4,Match_267,2025-11-04T12:39:30.034789+00:00,[],0,9,2,0,554,319,235,37.52,10,1,0.99,3,36,21,40,19,1,4,6,2,1,1,58.71,
"Unabia, Mark",RW,888.27,46.16,32.27,41.51,72.0,61.7,starter,Eastview Rangers,85,0.0,0.0,0.0,0.0,78.03,59.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.01,48.86,0.0,0.0,0.0,0.0,0.0,71.13,68.65,32.24,45.36,59.62,30.82,32.84,2487,4.67,460,198,262,43.04,4,0.87,0,21.38,19,30,10,4,33.33,13.33,29,21,72.41,18,3,16.67,14,5,35.71,4,5,9,0,2,0,0,3.04,1.013,0.405,46.607,20.06,26.55,0.405,0.0,2.166,1.925,1.824,0.304,1.418,0.51,3.62,0.405,0.507,0.912,0.0,2.938,2.13,7.34,3.38,1.35,4.36,0.09,1.69,36.11,61.56,34.56,52.44,48.41,62.4,49.88,20.16,53.67,25.31,67.01,61.31,62.3,25.24,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,42.14,3,5,3,55.0,14,Match_335,2025-06-13T03:04:45.034789+00:00,[],0,30,10,4,460,198,262,86.51,4,0,0.58,1,18,3,14,5,4,5,9,0,29,21,30.27,
"Tabelin, Kirvy",LB,1054.79,36.96,39.08,56.22,50.89,72.61,starter,Westwood Athletic,92,0.0,0.0,0.0,0.0,46.17,32.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.88,38.39,0.0,0.0,0.0,0.0,0.0,78.3,58.53,75.32,62.38,74.63,47.92,56.44,9155,14.47,429,429,0,100.0,13,3.03,3,16.96,14,4,0,0,0.0,0.0,2,2,100.0,39,26,66.67,34,26,76.47,3,6,4,3,3,2,0,0.341,0.0,0.0,36.604,36.6,60.91,1.109,0.256,1.447,1.195,3.328,2.218,2.901,2.22,6.52,0.256,0.512,0.341,0.256,0.171,0.17,8.53,56.71,36.71,8.53,0.26,5.69,53.71,44.92,35.32,41.2,26.68,65.53,68.07,78.34,60.12,40.44,57.33,21.02,62.2,71.94,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,33.58,3,6,4,80.69,9,Match_313,2025-08-10T18:30:40.035789+00:00,[],0,4,0,0,429,429,0,30.53,13,3,1.83,3,39,26,34,26,3,6,4,3,2,2,23.78,
"Berciles, Earl",CAM,977.1,67.83,56.79,75.65,49.19,45.11,starter,Riverstone FC,43,0.0,0.0,0.0,0.0,63.96,65.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.08,76.58,0.0,0.0,0.0,0.0,0.0,77.78,30.05,33.36,30.78,38.35,68.54,35.11,14694,25.06,750,674,76,89.87,9,1.2,0,14.11,34,9,2,1,22.22,11.11,23,10,43.48,45,24,53.33,32,15,46.88,4,22,12,2,1,1,0,0.829,0.184,0.092,69.082,62.08,7.0,0.829,0.0,1.3,3.132,4.145,2.211,2.947,1.38,4.32,0.368,2.026,1.105,0.184,2.119,0.92,4.0,2.05,1.02,8.28,0.11,4.91,42.08,37.27,30.54,25.54,77.18,20.52,23.21,29.85,50.85,76.7,69.41,36.07,47.42,66.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,71.99,5,2,1,60.33,12,Match_291,2025-04-02T17:54:04.036802+00:00,[],0,9,2,1,750,674,76,81.04,9,0,0.6,1,45,24,32,15,4,22,12,2,23,10,89.4,
"Ybanez, Moimoi",ST,785.51,57.94,65.81,37.33,35.04,70.06,starter,Goldenfield Rovers,19,0.0,0.0,0.0,0.0,77.84,40.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.18,40.82,0.0,0.0,0.0,0.0,0.0,61.33,61.45,35.55,32.71,64.57,43.34,39.13,8956,19.0,248,171,77,68.95,5,2.02,1,23.66,19,1,0,0,0.0,0.0,23,17,73.91,16,8,50.0,15,8,53.33,6,19,11,2,1,1,0,0.115,0.0,0.0,28.415,19.59,8.82,0.573,0.115,2.711,2.177,1.833,0.917,1.719,0.92,6.11,0.687,2.177,1.26,0.229,2.635,1.95,8.47,65.68,67.64,7.9,0.23,5.73,79.5,60.73,46.87,41.64,33.86,35.43,20.11,35.77,43.06,26.05,37.01,35.52,45.24,68.06,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,78.81,3,5,2,42.34,7,Match_125,2025-09-14T17:36:21.036802+00:00,[],0,1,0,0,248,171,77,51.36,5,1,2.52,5,16,8,15,8,6,19,11,2,23,17,83.18,
"Reyes, Hugo",ST,1075.29,66.79,29.79,26.94,79.73,78.24,starter,City United,33,0.0,0.0,0.0,0.0,42.76,51.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.63,48.62,0.0,0.0,0.0,0.0,0.0,59.64,72.64,36.16,70.4,66.32,70.49,71.36,18242,28.27,644,545,99,84.63,19,2.95,2,15.17,24,42,26,0,61.9,0.0,3,3,100.0,42,3,7.14,11,4,36.36,1,17,6,0,2,1,0,3.515,2.176,0.0,53.902,45.62,8.29,1.59,0.167,1.27,2.009,3.515,0.251,0.921,0.33,3.04,0.084,1.423,0.502,0.0,0.251,0.25,8.37,5.18,33.79,7.08,0.25,0.6,79.3,20.09,32.21,51.62,32.63,65.44,31.16,48.49,30.83,78.48,71.33,74.83,22.61,37.85,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,68.26,2,1,3,74.31,5,Match_370,2025-11-24T21:03:14.037802+00:00,[],0,42,26,0,644,545,99,58.08,19,2,4.79,5,42,3,11,4,1,17,6,0,3,3,34.47,
"Reyes, Luis",CAM,865.14,53.2,61.34,50.95,62.6,25.6,starter,Harborview United,65,0.0,0.0,0.0,0.0,38.0,45.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.38,35.45,0.0,0.0,0.0,0.0,0.0,74.6,32.21,69.18,67.18,39.7,73.33,71.59,8001,15.41,164,164,0,100.0,3,1.83,0,25.08,8,14,1,0,7.14,0.0,15,15,100.0,7,6,85.71,12,3,25.0,1,21,1,1,2,1,0,1.456,0.104,0.0,17.061,17.06,59.43,0.312,0.0,2.609,0.832,0.728,0.624,1.248,0.31,2.6,0.104,2.185,0.104,0.104,1.56,1.56,10.4,0.74,60.59,10.4,0.19,8.92,27.35,25.98,77.26,57.22,30.88,27.21,69.07,62.65,34.11,28.09,58.55,44.7,31.38,59.48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,58.81,3,1,3,79.4,15,Match_100,2025-01-23T17:19:33.037802+00:00,[],0,14,1,0,164,164,0,28.49,3,0,0.56,5,7,6,12,3,1,21,1,1,15,15,35.99,
